mnis_id,given_name,family_name,display_name,party_mnis_id,party_name,party_membership_start_date,party_membership_end_date
1487,Tobias,Ellwood,Mr Tobias Ellwood,4,Conservative,2005-05-05,
1487,Tobias,Ellwood,Mr Tobias Ellwood,8,Independent,2022-07-19,
1487,Tobias,Ellwood,Mr Tobias Ellwood,4,Conservative,2022-10-15,2024-05-30
4572,Christopher,Elmore,Chris Elmore,15,Labour,2016-05-05,
3971,Brett,Elphicke,Charlie Elphicke,4,Conservative,2010-05-06,2017-11-03
3971,Brett,Elphicke,Charlie Elphicke,8,Independent,2017-11-03,2018-12-12
3971,Brett,Elphicke,Charlie Elphicke,4,Conservative,2018-12-12,2019-07-22
3971,Brett,Elphicke,Charlie Elphicke,8,Independent,2019-07-22,2019-11-06
4795,Natalie,Elphicke,Mrs Natalie Elphicke,4,Conservative,2019-12-12,2024-05-08
4795,Natalie,Elphicke,Mrs Natalie Elphicke,15,Labour,2024-05-08,2024-05-30
2809,Dafydd,Elystan-Morgan,Lord Elystan-Morgan,6,Crossbench,1999-10-11,2020-02-12
229,Peter,Emery,Sir Peter Emery,4,Conservative,1959-10-08,
1507,Natascha,Engel,Natascha Engel,15,Labour,2005-05-05,2017-05-03
817,Michael,English,Michael English,15,Labour,1964-10-15,
387,Jeffrey,Ennis,Jeff Ennis,15,Labour,1996-12-12,
698,Derek,Enright,Derek Enright,15,Labour,1991-11-07,
4870,Florence,Eshalomi,Florence Eshalomi,15,Labour,2019-12-12,
4061,William,Esterson,Bill Esterson,15,Labour,2010-05-06,
526,William,Etherington,Bill Etherington,15,Labour,1992-04-09,
3934,Charles,Eustice,George Eustice,4,Conservative,2010-05-06,2024-05-30
1005,Gwynfor,Evans,Gwynfor Evans,22,Plaid Cymru,1900-01-01,
1012,Ioan,Evans,Ioan Evans,15,Labour,1974-02-28,
1158,David,Evans,David Evans,4,Conservative,1987-06-11,
474,Nigel,Evans,Mr Nigel Evans,4,Conservative,1992-04-09,2013-09-11
1166,Jonathan,Evans,Jonathan Evans,4,Conservative,1992-04-09,2015-03-30
1082,John,Evans,Lord Evans of Parkside,15,Labour,1997-06-10,2015-04-20
4040,Christopher,Evans,Chris Evans,15,Labour,2010-05-06,
4081,Graham,Evans,Lord Evans of Rainow,4,Conservative,2010-05-06,
474,Nigel,Evans,Mr Nigel Evans,8,Independent,2013-09-11,2014-04-28
474,Nigel,Evans,Mr Nigel Evans,4,Conservative,2014-04-28,2024-05-30
4781,Luke,Evans,Dr Luke Evans,4,Conservative,2019-12-12,
1198,David,Evennett,Sir David Evennett,4,Conservative,1983-06-09,2024-05-30
4836,Ben,Everitt,Ben Everitt,4,Conservative,2019-12-12,2024-05-30
1642,Winifred,Ewing,Winifred Ewing,29,Scottish National Party,1900-01-01,
1103,Harry,Ewing,Harry Ewing,15,Labour,1971-09-01,2007-06-09
625,Margaret,Ewing,Mrs Margaret Ewing,29,Scottish National Party,1974-10-10,2006-03-21
1443,Annabelle,Ewing,Annabelle Ewing,29,Scottish National Party,2001-06-07,
1049,Reginald,Eyre,Sir Reginald Eyre,4,Conservative,1965-05-01,
264,David,Faber,Mr David Faber,4,Conservative,1992-04-09,
280,Michael,Fabricant,Michael Fabricant,4,Conservative,1992-04-09,2024-05-30
694,Nicholas,Fairbairn,Sir Nicholas Fairbairn,4,Conservative,1974-10-10,
819,Thomas,Fairgrieve,Sir Russell Fairgrieve,4,Conservative,1974-02-28,
820,Irene,Faith,Mrs Sheila Faith,4,Conservative,1979-05-03,2014-09-28
88,Michael,Fallon,Sir Michael Fallon,4,Conservative,1983-06-09,2019-11-06
4737,Dehenna,Fareham,Dehenna Davison,4,Conservative,2019-12-12,2024-05-30
821,John,Farr,Sir John Farr,4,Conservative,1959-10-08,
1436,Christopher,Farrelly,Paul Farrelly,15,Labour,2001-06-07,2019-11-06
4826,Laura,Farris,Laura Farris,4,Conservative,2019-12-12,2024-05-30
1591,Timothy,Farron,Tim Farron,17,Liberal Democrat,2005-05-05,
4856,Stephen,Farry,Stephen Farry,1,Alliance,2019-12-12,2024-05-30
669,Derek,Fatchett,Derek Fatchett,15,Labour,1983-06-09,
823,Anthony,Favell,Anthony Favell,4,Conservative,1900-01-01,
488,Ronald,Fearn,Lord Fearn,17,Liberal Democrat,1988-05-11,2018-07-11
1531,Lynne,Featherstone,Baroness Featherstone,17,Liberal Democrat,2005-05-05,
4744,Simon,Fell,Simon Fell,4,Conservative,2019-12-12,2024-05-30
4440,Marion,Fellows,Marion Fellows,29,Scottish National Party,2015-05-07,2024-05-30
733,Peggy,Fenner,Dame Peggy Fenner,4,Conservative,1979-05-03,2014-09-15
4386,Margaret,Ferrier,Margaret Ferrier,29,Scottish National Party,2015-05-07,
4386,Margaret,Ferrier,Margaret Ferrier,8,Independent,2020-10-01,2023-08-01
478,Frank,Field,Lord Field of Birkenhead,15,Labour,1979-05-03,2018-08-30
1159,Barry,Field,Barry Field,4,Conservative,1987-06-11,
1405,Mark,Field,Mark Field,4,Conservative,2001-06-07,2019-11-06
478,Frank,Field,Lord Field of Birkenhead,8,Independent,2018-08-30,2019-11-06
478,Frank,Field,Lord Field of Birkenhead,49,Non-affiliated,2020-09-11,
478,Frank,Field,Lord Field of Birkenhead,6,Crossbench,2020-10-06,2024-04-23
2933,Geoffrey,Finsberg,Lord Finsberg,4,Conservative,1970-06-18,
4823,John,Finucane,John Finucane,30,Sinn Féin,2019-12-12,
703,John,Fishburn,Dudley Fishburn,4,Conservative,1988-07-14,
1040,Nigel,Fisher,Sir Nigel Fisher,4,Conservative,1950-02-23,
285,Mark,Fisher,Mark Fisher,15,Labour,1983-06-09,
827,Ernest,Fitch,Alan Fitch,15,Labour,1958-06-12,
2780,Gerard,Fitt,Lord Fitt,13,Independent Socialist,1983-10-26,2005-08-26
197,James,Fitzpatrick,Jim Fitzpatrick,15,Labour,1997-05-01,2019-11-06
455,Lorna,Fitzsimons,Mrs Lorna Fitzsimons,15,Labour,1997-05-01,
1030,Martin,Flannery,Martin Flannery,15,Labour,1974-02-28,
1569,Robert,Flello,Robert Flello,15,Labour,2005-05-05,2017-05-03
1029,Leopold,Fletcher,Raymond Fletcher,15,Labour,1964-10-15,
998,Edward,Fletcher,Edward Fletcher,15,Labour,1964-10-15,
983,Alexander,Fletcher,Sir Alexander Fletcher,4,Conservative,1973-11-08,
4378,Colleen,Fletcher,Colleen Fletcher,15,Labour,2015-05-07,2024-05-30
4834,Katherine,Fletcher,Katherine Fletcher,4,Conservative,2019-12-12,2024-05-30
4832,Nicholas,Fletcher,Nick Fletcher,4,Conservative,2019-12-12,2024-05-30
4774,Mark,Fletcher,Mark Fletcher,4,Conservative,2019-12-12,2024-05-30
829,Charles,Fletcher-Cooke,Sir Charles Fletcher-Cooke,4,Conservative,1951-10-25,
4211,Howard,Flight,Lord Flight,4,Conservative,1997-05-01,2005-03-25
4211,Howard,Flight,Lord Flight,9,Independent Conservative,2005-03-25,2005-05-05
4211,Howard,Flight,Lord Flight,4,Conservative,2011-01-13,
389,Caroline,Flint,Caroline Flint,15,Labour,1997-05-01,2019-11-06
1459,Adrian,Flook,Mr Adrian Flook,4,Conservative,2001-06-07,
545,Paul,Flynn,Paul Flynn,15,Labour,1987-06-11,2019-02-17
4735,Stephen,Flynn,Stephen Flynn,29,Scottish National Party,2019-12-12,
72,Daphne,Follett,Barbara Follett,15,Labour,1997-05-01,
830,Janet,Fookes,Baroness Fookes,4,Conservative,1997-09-30,
831,Michael,Foot,Michael Foot,15,Labour,1945-07-05,2010-03-03
4717,Lisa,Forbes,Ms Lisa Forbes,15,Labour,2019-06-06,2019-11-06
832,Benjamin,Ford,Ben Ford,15,Labour,1964-10-15,
4674,Victoria,Ford,Vicky Ford,4,Conservative,2017-06-08,2024-05-30
833,Francis,Forman,Nigel Forman,4,Conservative,1976-03-11,
834,John,Forrester,John Forrester,15,Labour,1966-03-31,
1141,Michael,Forsyth,Lord Forsyth of Drumlean,4,Conservative,1999-07-14,
677,Clifford,Forsythe,Clifford Forsythe,38,Ulster Unionist Party,1900-01-01,
149,Eric,Forth,Mr Eric Forth,4,Conservative,1983-06-09,2006-05-17
506,Derek,Foster,Lord Foster of Bishop Auckland,15,Labour,1979-05-03,2019-01-06
214,Donald,Foster,Lord Foster of Bath,17,Liberal Democrat,1992-04-09,
271,Michael,Foster,Mr Michael Foster,15,Labour,1997-05-01,
26,Michael,Foster,Michael Jabez Foster,15,Labour,1997-05-01,
4451,Kevin,Foster,Kevin Foster,4,Conservative,2015-05-07,2024-05-30
579,George,Foulkes,Lord Foulkes of Cumnock,15,Labour,1979-05-03,
4034,Yvonne,Fovargue,Yvonne Fovargue,15,Labour,2010-05-06,2024-05-30
315,Peter,Fowler,Lord Fowler,4,Conservative,1970-06-18,2016-09-01
315,Peter,Fowler,Lord Fowler,8,Independent,2016-09-01,
315,Peter,Fowler,Lord Fowler,283,Lord Speaker,2016-09-01,
315,Peter,Fowler,Lord Fowler,283,Lord Speaker,2016-09-01,
315,Peter,Fowler,Lord Fowler,6,Crossbench,2021-05-01,
1025,John,Fox,Sir Marcus Fox,4,Conservative,1970-06-18,
223,Liam,Fox,Sir Liam Fox,4,Conservative,1992-04-09,2024-05-30
4491,Victoria,Foxcroft,Vicky Foxcroft,15,Labour,2015-05-07,
4753,Mary,Foy,Mary Kelly Foy,15,Labour,2019-12-12,
1382,David,Francis,Dr Hywel Francis,15,Labour,2001-06-07,2015-03-30
1444,Mark,Francois,Mr Mark Francois,4,Conservative,2001-06-07,
835,Cecil,Franks,Cecil Franks,4,Conservative,1900-01-01,
1007,Hugh,Fraser,Sir Hugh Fraser,4,Conservative,1945-07-05,
1021,John,Fraser,John Fraser,15,Labour,1966-03-31,
1128,Peter,Fraser,Lord Fraser of Carmyllie,4,Conservative,1989-02-10,2013-06-22
243,Christopher,Fraser,Christopher Fraser,4,Conservative,1997-05-01,
1643,John,Freeman,John Freeman,15,Labour,1900-01-01,2014-12-20
836,Roger,Freeman,Lord Freeman,4,Conservative,1997-10-29,2020-10-01
4020,George,Freeman,George Freeman,4,Conservative,2010-05-06,
4004,Michael,Freer,Mike Freer,4,Conservative,2010-05-06,2024-05-30
837,Reginald,Freeson,Reginald Freeson,15,Labour,1964-10-15,
1644,Denzil,Freeth,Denzil Freeth,4,Conservative,1900-01-01,
1160,Douglas,French,Douglas French,4,Conservative,1987-06-11,
838,Clement,Freud,Sir Clement Freud,16,Liberal,1900-01-01,2009-04-15
4637,James,Frith,Mr James Frith,15,Labour,2017-06-08,
1044,Peter,Fry,Sir Peter Fry,4,Conservative,1969-12-05,
4121,Lorraine,Fullbrook,Baroness Fullbrook,4,Conservative,2010-05-06,
3912,Richard,Fuller,Richard Fuller,4,Conservative,2010-05-06,
4571,Gillian,Furniss,Gill Furniss,15,Labour,2016-05-05,
610,Maria,Fyfe,Mrs Maria Fyfe,15,Labour,1987-06-11,
4446,Marcus,Fysh,Mr Marcus Fysh,4,Conservative,2015-05-07,2024-05-30
4614,Hugh,Gaffney,Hugh Gaffney,15,Labour,2017-06-08,2019-11-06
1117,Thomas,Galbraith,Sir Tam Galbraith,4,Conservative,1948-11-25,
637,Samuel,Galbraith,Mr Sam Galbraith,15,Labour,1987-06-11,
87,Roger,Gale,Sir Roger Gale,4,Conservative,1983-06-09,
839,Roy,Galley,Roy Galley,4,Conservative,1900-01-01,
1221,Philip,Gallie,Mr Phil Gallie,4,Conservative,1983-06-09,2011-01-24
609,George,Galloway,George Galloway,15,Labour,1987-06-11,2003-10-24
609,George,Galloway,George Galloway,10,Independent Labour,2003-10-24,2004-07-30
609,George,Galloway,George Galloway,26,Respect Party,2004-07-30,2015-03-30
609,George,Galloway,George Galloway,1042,Workers Party of Britain,2024-02-29,2024-05-30
184,Michael,Gapes,Mike Gapes,15,Labour,1992-04-09,2019-02-18
184,Michael,Gapes,Mike Gapes,8,Independent,2019-02-18,2019-04-18
184,Michael,Gapes,Mike Gapes,1007,Change UK - The Independent Group,2019-04-18,2019-07-05
184,Michael,Gapes,Mike Gapes,1004,The Independent Group for Change,2019-04-18,
184,Michael,Gapes,Mike Gapes,1004,The Independent Group for Change,2019-07-05,2019-11-06
146,Barry,Gardiner,Barry Gardiner,15,Labour,1997-05-01,
1645,Antony,Gardner,Antony Gardner,15,Labour,1900-01-01,2011-10-16
999,Edward,Gardner,Sir Edward Gardner,4,Conservative,1959-10-08,
840,William,Garel-Jones,Lord Garel-Jones,4,Conservative,1997-10-22,2020-03-24
337,Edward,Garnier,Lord Garnier,4,Conservative,1992-04-09,
4074,Mark,Garnier,Mark Garnier,4,Conservative,2010-05-06,
841,William,Garrett,Edward Garrett,15,Labour,1964-10-15,
1124,Robert,Gascoyne-Cecil,Marquess of Salisbury,4,Conservative,1999-11-17,2017-06-08
1529,David,Gauke,Mr David Gauke,4,Conservative,2005-05-05,
1529,David,Gauke,Mr David Gauke,8,Independent,2019-09-03,
317,Bruce,George,Mr Bruce George,15,Labour,1974-02-28,
227,Andrew,George,Andrew George,17,Liberal Democrat,1997-05-01,
4662,Ruth,George,Ruth George,15,Labour,2017-06-08,2019-11-06
211,Neil,Gerrard,Mr Neil Gerrard,15,Labour,1992-04-09,
4434,Stephen,Gethins,Stephen Gethins,29,Scottish National Party,2015-05-07,
111,Nicolas,Gibb,Nick Gibb,4,Conservative,1997-05-01,2024-05-30
129,Ian,Gibson,Dr Ian Gibson,15,Labour,1997-05-01,
4435,Patricia,Gibson,Patricia Gibson,29,Scottish National Party,2015-05-07,2024-05-30
4754,Peter,Gibson,Peter Gibson,4,Conservative,2019-12-12,2024-05-30
4817,Joanna,Gideon,Jo Gideon,4,Conservative,2019-12-12,2024-05-30
60,Sandra,Gidley,Sandra Gidley,17,Liberal Democrat,2000-05-04,
843,John,Gilbert,Lord Gilbert,15,Labour,1997-05-16,2013-06-02
4101,Stephen,Gilbert,Stephen Gilbert,17,Liberal Democrat,2010-05-06,2015-03-30
1416,Michelle,Gildernew,Michelle Gildernew,30,Sinn Féin,2001-06-07,2024-05-30
273,Christopher,Gill,Mr Christopher Gill,4,Conservative,1995-04-01,
1172,Parmjit,Gill,Parmjit Singh Gill,17,Liberal Democrat,2004-07-15,
4603,Preet,Gill,Preet Kaur Gill,15,Labour,2017-06-08,
18,Cheryl,Gillan,Dame Cheryl Gillan,4,Conservative,1992-04-09,2021-04-06
3965,Sheila,Gilmore,Sheila Gilmore,15,Labour,2010-05-06,2015-03-30
2606,Ian,Gilmour,Lord Gilmour of Craigmillar,4,Conservative,1992-08-25,2007-09-21
233,Linda,Gilroy,Linda Gilroy,15,Labour,1997-05-01,
4633,William,Girvan,Paul Girvan,7,Democratic Unionist Party,2017-06-08,2024-05-30
4103,Pat,Glass,Pat Glass,15,Labour,2010-05-06,2017-05-03
4051,John,Glen,John Glen,4,Conservative,2010-05-06,
4126,Mary,Glindon,Mary Glindon,15,Labour,2010-05-06,
981,Alan,Glyn,Sir Alan Glyn,4,Conservative,1970-06-18,
616,Norman,Godman,Dr Norman Godman,15,Labour,1983-06-09,
304,Roger,Godsiff,Mr Roger Godsiff,15,Labour,1992-04-09,2019-11-06
462,Paul,Goggins,Paul Goggins,15,Labour,1997-05-01,2014-01-07
1106,John,Golding,John Golding,15,Labour,1969-10-31,
281,Llinos,Golding,Baroness Golding,15,Labour,1986-07-17,
4062,Zac,Goldsmith,Lord Goldsmith of Richmond Park,4,Conservative,2010-05-06,
1519,Julia,Goldsworthy,Julia Goldsworthy,17,Liberal Democrat,2005-05-05,
846,Philip,Goodhart,Sir Philip Goodhart,4,Conservative,1957-03-21,
847,Victor,Goodhew,Sir Victor Goodhew,4,Conservative,1959-10-08,
670,Alastair,Goodlad,Lord Goodlad,4,Conservative,2005-07-19,2024-02-29
1471,Paul,Goodman,Lord Goodman of Wycombe,4,Conservative,2001-06-07,
1484,Helen,Goodman,Helen Goodman,15,Labour,2005-05-05,2019-11-06
848,Charles,Goodson-Wickes,Dr Charles Goodson-Wickes,4,Conservative,1900-01-01,
1562,Robert,Goodwill,Sir Robert Goodwill,4,Conservative,2005-05-05,2024-05-30
1161,Mildred,Gordon,Mildred Gordon,15,Labour,1987-06-11,
201,Eileen,Gordon,Mrs Eileen Gordon,15,Labour,1997-05-01,
31,Teresa,Gorman,Mrs Teresa Gorman,4,Conservative,1995-04-01,
601,Donald,Gorrie,Mr Donald Gorrie,17,Liberal Democrat,1997-05-01,2012-08-25
1026,John,Gorst,Sir John Gorst,9,Independent Conservative,1996-11-01,
691,Bryan,Gould,Bryan Gould,15,Labour,1974-10-01,
1571,Michael,Gove,Michael Gove,4,Conservative,2005-05-05,2024-05-30
718,Ian,Gow,Ian Gow,4,Conservative,1974-02-28,
4432,Patrick,Grady,Patrick Grady,29,Scottish National Party,2015-05-07,
4432,Patrick,Grady,Patrick Grady,8,Independent,2022-06-26,
4432,Patrick,Grady,Patrick Grady,29,Scottish National Party,2022-12-29,2024-05-30
1068,Thomas,Graham,Lord Graham of Edmonton,15,Labour,1983-09-12,2020-03-20
640,Thomas,Graham,Mr Tommy Graham,10,Independent Labour,1998-09-09,
3990,Richard,Graham,Richard Graham,4,Conservative,2010-05-06,2024-05-30
4622,Luke,Graham,Luke Graham,4,Conservative,2017-06-08,2019-11-06
1019,John,Grant,Sir Anthony Grant,4,Conservative,1964-10-15,
1003,George,Grant,George Grant,15,Labour,1970-06-18,
676,Bernard,Grant,Bernie Grant,15,Labour,1987-06-11,
4018,Helen,Grant,Helen Grant,4,Conservative,2010-05-06,
4466,Peter,Grant,Peter Grant,29,Scottish National Party,2015-05-07,2024-05-30
4605,William,Grant,Bill Grant,4,Conservative,2017-06-08,2019-11-06
1017,James,Gray,Hamish Gray,4,Conservative,1970-06-18,
261,James,Gray,James Gray,4,Conservative,1997-05-01,2024-05-30
4365,Neil,Gray,Neil Gray,29,Scottish National Party,2015-05-07,2021-03-24
1413,Chris,Grayling,Lord Grayling,4,Conservative,2001-06-07,
4047,Tom,Greatrex,Tom Greatrex,15,Labour,2010-05-06,2015-03-30
76,Damian,Green,Damian Green,4,Conservative,1997-05-01,2024-05-30
1429,Matthew,Green,Matthew Green,17,Liberal Democrat,2001-06-07,
4120,Katherine,Green,Kate Green,15,Labour,2010-05-06,2022-11-10
4398,Christopher,Green,Chris Green,4,Conservative,2015-05-07,2024-05-30
1555,Justine,Greening,Justine Greening,4,Conservative,2005-05-05,
1555,Justine,Greening,Justine Greening,8,Independent,2019-09-03,
1129,Harry,Greenway,Harry Greenway,4,Conservative,1979-05-03,
380,John,Greenway,Mr John Greenway,4,Conservative,1987-06-11,
4029,Lilian,Greenwood,Lilian Greenwood,15,Labour,2010-05-06,
4400,Margaret,Greenwood,Margaret Greenwood,15,Labour,2015-05-07,2024-05-30
1142,Conal,Gregory,Conal Gregory,4,Conservative,1983-06-09,
1076,William,Grieve,Percy Grieve,4,Conservative,1964-10-15,
16,Dominic,Grieve,Mr Dominic Grieve,4,Conservative,1997-05-01,
16,Dominic,Grieve,Mr Dominic Grieve,8,Independent,2019-09-03,
1541,Nia,Griffith,Dame Nia Griffith,15,Labour,2005-05-05,
4874,Andrew,Griffith,Andrew Griffith,4,Conservative,2019-12-12,
1098,Eldon,Griffiths,Sir Eldon Griffiths,4,Conservative,1964-10-15,
1110,Peter,Griffiths,Peter Griffiths,4,Conservative,1979-05-03,2013-11-20
600,Nigel,Griffiths,Nigel Griffiths,15,Labour,1987-06-11,
551,Winston,Griffiths,Mr Win Griffiths,15,Labour,1987-06-11,
10,Jane,Griffiths,Jane Griffiths,15,Labour,1997-05-01,
3936,Andrew,Griffiths,Andrew Griffiths,4,Conservative,2010-05-06,2018-07-14
3936,Andrew,Griffiths,Andrew Griffiths,8,Independent,2018-07-14,2018-12-12
3936,Andrew,Griffiths,Andrew Griffiths,4,Conservative,2018-12-12,2019-11-06
851,Ian,Grist,Ian Grist,4,Conservative,1974-02-28,
276,Bruce,Grocott,Lord Grocott,15,Labour,1974-10-10,
382,John,Grogan,John Grogan,15,Labour,1997-05-01,2019-11-06
852,Reginald,Ground,Patrick Ground,4,Conservative,1900-01-01,
4843,James,Grundy,James Grundy,4,Conservative,2019-12-12,2024-05-30
853,William,Grylls,Sir Michael Grylls,4,Conservative,1970-06-18,
4814,Jonathan,Gullis,Jonathan Gullis,4,Conservative,2019-12-12,2024-05-30
4154,John,Gummer,Lord Deben,4,Conservative,1970-06-18,
3988,Benedict,Gummer,Ben Gummer,4,Conservative,2010-05-06,2017-05-03
418,William,Gunnell,Mr John Gunnell,15,Labour,1992-04-09,2001-06-07
1506,Andrew,Gwynne,Andrew Gwynne,15,Labour,2005-05-05,
3980,Samuel,Gyimah,Mr Sam Gyimah,4,Conservative,2010-05-06,
3980,Samuel,Gyimah,Mr Sam Gyimah,8,Independent,2019-09-03,
3980,Samuel,Gyimah,Mr Sam Gyimah,17,Liberal Democrat,2019-09-14,
379,William,Hague,Lord Hague of Richmond,4,Conservative,1989-02-23,
4473,Louise,Haigh,Louise Haigh,15,Labour,2015-05-07,
567,Peter,Hain,Lord Hain,15,Labour,1991-04-04,
4675,Kirstene,Hair,Kirstene Hair,4,Conservative,2017-06-08,2019-11-06
3985,Robert,Halfon,Robert Halfon,4,Conservative,2010-05-06,2024-05-30
1646,Joan,Hall,Joan Hall,4,Conservative,1900-01-01,
434,Michael,Hall,Mr Mike Hall,15,Labour,1992-04-09,
1,Patrick,Hall,Patrick Hall,15,Labour,1997-05-01,
4450,Luke,Hall,Luke Hall,4,Conservative,2015-05-07,2024-05-30
3951,Duncan,Hames,Duncan Hames,17,Liberal Democrat,2010-05-06,2015-03-30
731,Mostyn,Hamilton,Neil Hamilton,4,Conservative,1900-01-01,
978,James,Hamilton,James Hamilton,15,Labour,1900-01-01,
1647,James,Hamilton,Marquess of Hamilton,38,Ulster Unionist Party,1900-01-01,
1080,William,Hamilton,Willie Hamilton,15,Labour,1950-02-23,
1034,Michael,Hamilton,Sir Michael Hamilton,4,Conservative,1959-10-08,
100,Archibald,Hamilton,Lord Hamilton of Epsom,4,Conservative,1978-04-27,
415,Fabian,Hamilton,Fabian Hamilton,15,Labour,1997-05-01,
1432,David,Hamilton,Mr David Hamilton,15,Labour,2001-06-07,2015-03-30
105,Philip,Hammond,Lord Hammond of Runnymede,4,Conservative,1997-05-01,
1585,Stephen,Hammond,Stephen Hammond,4,Conservative,2005-05-05,
1585,Stephen,Hammond,Stephen Hammond,8,Independent,2019-09-03,
105,Philip,Hammond,Lord Hammond of Runnymede,8,Independent,2019-09-03,
1585,Stephen,Hammond,Stephen Hammond,4,Conservative,2019-10-30,2024-05-30
105,Philip,Hammond,Lord Hammond of Runnymede,4,Conservative,2020-09-30,
854,Keith,Hampson,Dr Keith Hampson,4,Conservative,1974-02-28,
59,Michael,Hancock,Mr Mike Hancock,17,Liberal Democrat,1997-05-01,2013-06-03
4070,Matthew,Hancock,Matt Hancock,4,Conservative,2010-05-06,2022-11-01
59,Michael,Hancock,Mr Mike Hancock,8,Independent,2013-06-03,2015-03-30
4070,Matthew,Hancock,Matt Hancock,8,Independent,2022-11-01,
4070,Matthew,Hancock,Matt Hancock,4,Conservative,2024-05-22,2024-05-30
1526,Gregory,Hands,Greg Hands,4,Conservative,2005-05-05,2024-05-30
734,Jeremy,Hanley,Sir Jeremy Hanley,4,Conservative,1900-01-01,
4827,Claire,Hanna,Claire Hanna,31,Social Democratic & Labour Party,2019-12-12,
729,John,Hannam,Sir John Hannam,4,Conservative,1970-06-18,
533,David,Hanson,Lord Hanson of Flint,15,Labour,1992-04-09,
4782,James Neale,Hanvey,Neale Hanvey,29,Scottish National Party,2019-12-12,2019-12-13
4782,James Neale,Hanvey,Neale Hanvey,8,Independent,2019-12-13,2020-05-29
4782,James Neale,Hanvey,Neale Hanvey,29,Scottish National Party,2020-05-29,
4782,James Neale,Hanvey,Neale Hanvey,1034,Alba Party,2021-03-28,2024-05-30
1043,Peter,Hardy,Peter Hardy,15,Labour,1970-06-18,
4645,Emma,Hardy,Emma Hardy,15,Labour,2017-06-08,
855,Joseph,Hargreaves,Kenneth Hargreaves,4,Conservative,1900-01-01,2012-06-23
856,Andrew,Hargreaves,Andrew Hargreaves,4,Conservative,1900-01-01,
150,Harriet,Harman,Baroness Harman,15,Labour,1982-10-28,
1520,Mark,Harper,Mr Mark Harper,4,Conservative,2005-05-05,2024-05-30
4477,Harry,Harpham,Harry Harpham,15,Labour,2015-05-07,2016-02-04
4068,Richard,Harrington,Lord Harrington of Watford,4,Conservative,2010-05-06,
4068,Richard,Harrington,Lord Harrington of Watford,8,Independent,2019-09-03,
4068,Richard,Harrington,Lord Harrington of Watford,4,Conservative,2019-10-30,
4068,Richard,Harrington,Lord Harrington of Watford,49,Non-affiliated,2024-08-18,
1143,David,Harris,David Harris,4,Conservative,1983-06-09,
96,Evan,Harris,Dr Evan Harris,17,Liberal Democrat,1997-05-01,
1418,Thomas,Harris,Mr Tom Harris,15,Labour,2001-06-07,2015-03-30
3948,Rebecca,Harris,Rebecca Harris,4,Conservative,2010-05-06,
4480,Carolyn,Harris,Carolyn Harris,15,Labour,2015-05-07,
1648,Brian,Harrison,Brian Harrison,4,Conservative,1900-01-01,2011-08-21
1072,Walter,Harrison,Walter Harrison,15,Labour,1964-10-15,2012-10-19
4593,Trudy,Harrison,Trudy Harrison,4,Conservative,2017-02-23,2024-05-30
857,Judith,Hart,Dame Judith Hart,15,Labour,1959-10-08,
3944,Simon,Hart,Simon Hart,4,Conservative,2010-05-06,2024-05-30
4842,Sally-Ann,Hart,Sally-Ann Hart,4,Conservative,2019-12-12,2024-05-30
1144,Robert,Harvey,Robert Harvey,4,Conservative,1983-06-09,
231,Nicholas,Harvey,Sir Nick Harvey,17,Liberal Democrat,1992-04-09,2015-03-30
43,Alan,Haselhurst,Lord Haselhurst,8,Independent,1997-05-07,2010-03-25
43,Alan,Haselhurst,Lord Haselhurst,4,Conservative,1997-05-08,2024-12-20
1066,Stephen,Hastings,Sir Stephen Hastings,4,Conservative,1960-11-16,
858,Roy,Hattersley,Lord Hattersley,15,Labour,1997-11-24,2017-05-19
1430,David,Havard,Mr Dai Havard,15,Labour,2001-06-07,2015-03-30
859,Robert,Havers,Sir Michael Havers,4,Conservative,1970-06-18,
1109,Paul,Hawkins,Sir Paul Hawkins,4,Conservative,1964-10-15,
1145,Christopher,Hawkins,Christopher Hawkins,4,Conservative,1983-06-09,
108,Nicholas,Hawkins,Mr Nick Hawkins,4,Conservative,1992-04-09,
860,Philip,Hawksley,Warren Hawksley,4,Conservative,1979-05-03,
1146,Jeremy,Hayes,Jerry Hayes,4,Conservative,1983-06-09,
350,John,Hayes,Sir John Hayes,4,Conservative,1997-05-01,
4510,Helen,Hayes,Helen Hayes,15,Labour,2015-05-07,
861,Bernard,Hayhoe,Lord Hayhoe,4,Conservative,1992-08-21,2013-09-07
1649,Helene,Hayman,Baroness Hayman,15,Labour,1996-01-02,2006-07-04
1649,Helene,Hayman,Baroness Hayman,49,Non-affiliated,2006-07-05,2011-09-04
1649,Helene,Hayman,Baroness Hayman,49,Non-affiliated,2006-07-05,2011-09-04
1649,Helene,Hayman,Baroness Hayman,15,Labour,2006-07-05,2011-09-04
1649,Helene,Hayman,Baroness Hayman,6,Crossbench,2011-09-05,
4395,Sue,Hayman,Baroness Hayman of Ullock,15,Labour,2015-05-07,
862,David,Haynes,Frank Haynes,15,Labour,1979-05-03,
863,Robert,Hayward,Lord Hayward,4,Conservative,2015-09-28,
4636,Christopher,Hazzard,Chris Hazzard,30,Sinn Féin,2017-06-08,
311,Sylvia,Heal,Sylvia Heal,8,Independent,2000-05-01,2010-03-25
311,Sylvia,Heal,Sylvia Heal,15,Labour,2000-05-02,
